## 1.1.1
## assembly	: /project/elk_bison_genomics/Masonbrink/07_blobtools2juiced/FirstScaffoldsStep0.FINAL.fasta
## coverage	 bam0 - /project/elk_bison_genomics/Masonbrink/07_blobtools2juiced/FirstScaffoldsStep0.FINAL.AllFastq_sorted.bam
## taxonomy	 tax0 - /project/elk_bison_genomics/Masonbrink/07_blobtools2juiced/AllBlasts.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6%s	phylum.s.7%s	phylum.c.8
HiC_scaffold_6238	468	0.5534	0	0.0	Chordata	3998.0	1
HiC_scaffold_6239	468	0.5513	0	0.0	Chordata	4026.0	1
HiC_scaffold_6240	468	0.4893	0	0.0	no-hit	0.0	0
HiC_scaffold_6241	468	0.5342	0	10.5784	Chordata	3690.0	1
HiC_scaffold_6242	468	0.5278	0	10.5784	Chordata	3824.0	1
HiC_scaffold_6243	468	0.5491	0	0.0	Chordata	3266.0	1
HiC_scaffold_6244	468	0.5085	0	0.0	Chordata	3034.0	1
HiC_scaffold_6245	468	0.5235	0	31.7351	Chordata	3181.0	1
HiC_scaffold_6246	468	0.6774	0	0.0	Chordata	1307.0	0
HiC_scaffold_6247	468	0.5513	0	10.5784	Chordata	4261.0	1
HiC_scaffold_6248	468	0.4893	0	0.0	Chordata	651.0	0
HiC_scaffold_6249	468	0.5534	0	10.5784	Chordata	2991.0	1
HiC_scaffold_6250	468	0.5491	0	31.7351	Chordata	2874.0	1
HiC_scaffold_6251	468	0.547	0	10.5784	Chordata	4284.0	1
HiC_scaffold_6252	468	0.5449	0	42.3135	Chordata	3510.0	1
HiC_scaffold_6253	468	0.5406	0	0.0	Chordata	3505.0	1
HiC_scaffold_6254	468	0.3825	0	0.0	Nematoda	1979.2	0
HiC_scaffold_6255	468	0.547	0	10.5784	Chordata	4280.0	1
HiC_scaffold_6256	468	0.5449	0	10.5784	Chordata	3740.0	0
HiC_scaffold_6257	468	0.5406	0	0.0	Chordata	4315.0	1
HiC_scaffold_6258	468	0.5513	0	31.7351	Chordata	3619.0	1
HiC_scaffold_6259	468	0.5107	0	21.1567	Chordata	3253.0	1
HiC_scaffold_6260	468	0.515	0	0.0	Chordata	3405.0	1
HiC_scaffold_6261	468	0.5043	0	0.0	Chordata	3216.0	1
HiC_scaffold_6262	468	0.5427	0	0.0	Chordata	4510.0	1
HiC_scaffold_6263	468	0.5556	0	0.0	Chordata	4137.0	1
HiC_scaffold_6264	468	0.4957	0	0.0	no-hit	0.0	0
HiC_scaffold_6265	468	0.5491	0	10.5784	Chordata	3134.0	1
HiC_scaffold_6266	468	0.5107	0	0.0	Chordata	3441.0	1
HiC_scaffold_6267	468	0.5385	0	0.0	Chordata	4073.0	1
HiC_scaffold_6268	468	0.562	0	52.8919	Chordata	4049.0	0
HiC_scaffold_6269	468	0.5192	0	21.1567	Chordata	3472.0	1
HiC_scaffold_6270	468	0.5513	0	21.1567	Chordata	3069.0	1
HiC_scaffold_6271	467	0.5375	0	10.601	Chordata	3094.0	1
HiC_scaffold_6272	467	0.5139	0	21.202	Chordata	2857.0	1
HiC_scaffold_6273	467	0.5418	0	10.601	Chordata	4225.0	1
HiC_scaffold_6274	467	0.5482	0	0.0	Chordata	5145.0	1
HiC_scaffold_6275	467	0.4133	0	0.0	Chordata	6363.0	0
HiC_scaffold_6276	467	0.3576	0	0.0	Chordata	6500.0	0
HiC_scaffold_6277	467	0.5439	0	0.0	Chordata	2986.0	1
HiC_scaffold_6278	467	0.5567	0	0.0	Chordata	4375.0	1
HiC_scaffold_6279	467	0.4946	0	0.0	no-hit	0.0	0
HiC_scaffold_6280	467	0.5567	0	0.0	Chordata	4158.0	1
HiC_scaffold_6281	467	0.3983	0	0.0	Chordata	7374.0	0
HiC_scaffold_6282	467	0.5139	0	0.0	no-hit	0.0	0
HiC_scaffold_6283	467	0.5418	0	0.0	Chordata	3080.0	1
HiC_scaffold_6284	467	0.546	0	0.0	Chordata	4155.0	1
HiC_scaffold_6285	467	0.5525	0	53.0051	Chordata	4574.0	1
HiC_scaffold_6286	467	0.531	0	10.601	Chordata	4409.0	1
HiC_scaffold_6287	467	0.5268	0	0.0	Chordata	4226.0	1
HiC_scaffold_6288	467	0.5675	0	0.0	Chordata	3951.0	1
HiC_scaffold_6289	467	0.5332	0	0.0	Chordata	4181.0	1
HiC_scaffold_6290	467	0.5182	0	10.601	Chordata	2691.0	1
HiC_scaffold_6291	467	0.5503	0	21.202	Chordata	4706.0	1
HiC_scaffold_6292	467	0.5525	0	10.601	Chordata	3182.4	1
HiC_scaffold_6293	467	0.5096	0	10.601	Chordata	2708.0	1
HiC_scaffold_6294	467	0.4176	0	0.0	Chordata	6348.0	1
HiC_scaffold_6295	467	0.4026	0	0.0	Chordata	5817.0	0
HiC_scaffold_6296	466	0.5429	0	0.0	Chordata	4309.0	0
HiC_scaffold_6297	466	0.5021	0	10.6238	Chordata	3101.0	1
HiC_scaffold_6298	466	0.5536	0	21.2475	Chordata	4246.0	1
HiC_scaffold_6299	466	0.4099	0	0.0	Chordata	6977.0	1
HiC_scaffold_6300	466	0.5258	0	21.2475	Chordata	3342.0	1
HiC_scaffold_6301	466	0.4914	0	0.0	no-hit	0.0	0
HiC_scaffold_6302	466	0.4914	0	0.0	Chordata	5601.0	0
HiC_scaffold_6303	466	0.5558	0	10.6238	Chordata	3976.0	1
HiC_scaffold_6304	466	0.5172	0	10.6238	Chordata	3312.1	1
HiC_scaffold_6305	466	0.5193	0	0.0	Chordata	3498.0	1
HiC_scaffold_6306	466	0.5279	0	10.6238	Chordata	3735.0	1
HiC_scaffold_6307	466	0.4206	0	0.0	Chordata	6862.0	1
HiC_scaffold_6308	466	0.515	0	21.2475	Chordata	2958.0	1
HiC_scaffold_6309	466	0.5279	0	0.0	Chordata	4172.0	1
HiC_scaffold_6310	466	0.5236	0	0.0	Chordata	3250.0	1
HiC_scaffold_6311	466	0.5536	0	42.4951	Chordata	2890.0	1
HiC_scaffold_6312	466	0.5515	0	0.0	Chordata	3513.0	1
HiC_scaffold_6313	466	0.5258	0	0.0	Chordata	3352.0	1
HiC_scaffold_6314	466	0.5129	0	0.0	Chordata	3654.0	1
HiC_scaffold_6315	466	0.5536	0	0.0	Chordata	3770.0	1
HiC_scaffold_6316	466	0.515	0	0.0	Chordata	3820.9	1
HiC_scaffold_6317	466	0.5021	0	21.2475	Chordata	3192.0	1
HiC_scaffold_6318	466	0.5494	0	10.6238	Chordata	2946.0	0
HiC_scaffold_6319	466	0.5258	0	10.6238	Chordata	3740.0	1
HiC_scaffold_6320	466	0.5536	0	21.2475	Chordata	3228.0	1
HiC_scaffold_6321	466	0.2983	0	0.0	Chordata	2852.0	0
HiC_scaffold_6322	466	0.4764	0	0.0	no-hit	0.0	0
HiC_scaffold_6323	466	0.4034	0	0.0	Chordata	6591.0	1
HiC_scaffold_6324	466	0.5494	0	0.0	Chordata	3988.0	0
HiC_scaffold_6325	466	0.5451	0	0.0	Chordata	4377.0	1
HiC_scaffold_6326	466	0.4099	0	0.0	Chordata	6528.0	0
HiC_scaffold_6327	465	0.529	0	31.9399	Chordata	3996.0	1
HiC_scaffold_6328	465	0.5398	0	31.9399	Chordata	2973.0	1
HiC_scaffold_6329	465	0.6022	0	0.0	Nematoda	1485.0	1
HiC_scaffold_6330	465	0.5376	0	53.2331	Chordata	4098.0	1
HiC_scaffold_6331	465	0.5441	0	0.0	Chordata	2978.1	1
HiC_scaffold_6332	465	0.5376	0	0.0	Chordata	4282.0	1
HiC_scaffold_6333	465	0.5548	0	0.0	Chordata	3290.0	1
HiC_scaffold_6334	465	0.2925	0	0.0	Chordata	1279.0	0
HiC_scaffold_6335	465	0.5441	0	31.9399	Chordata	4552.0	1
HiC_scaffold_6336	465	0.529	0	0.0	Chordata	4455.0	1
HiC_scaffold_6337	465	0.5441	0	10.6466	Chordata	2958.0	1
HiC_scaffold_6338	465	0.5161	0	10.6466	Chordata	3613.0	1
HiC_scaffold_6339	465	0.4086	0	0.0	Chordata	7371.0	0
HiC_scaffold_6340	465	0.5226	0	31.9399	Chordata	3841.0	1
HiC_scaffold_6341	465	0.5419	0	0.0	Chordata	3742.0	1
HiC_scaffold_6342	465	0.428	0	0.0	Chordata	7081.0	0
HiC_scaffold_6343	465	0.5462	0	21.2932	Chordata	4598.0	1
HiC_scaffold_6344	465	0.5183	0	31.9399	Chordata	2937.0	1
HiC_scaffold_6345	465	0.514	0	0.0	Chordata	2996.0	1
HiC_scaffold_6346	465	0.5333	0	21.2932	Chordata	2821.0	1
HiC_scaffold_6347	465	0.5161	0	10.6466	Chordata	3476.0	1
HiC_scaffold_6348	465	0.4108	0	0.0	Chordata	6469.0	1
HiC_scaffold_6349	464	0.5323	0	10.6696	Chordata	4376.8	1
HiC_scaffold_6350	464	0.5862	0	0.0	Nematoda	3052.0	0
HiC_scaffold_6351	464	0.5496	0	0.0	Chordata	4351.0	1
HiC_scaffold_6352	464	0.4849	0	0.0	no-hit	0.0	0
HiC_scaffold_6353	464	0.5151	0	32.0087	Chordata	3824.0	1
HiC_scaffold_6354	464	0.5409	0	21.3391	Chordata	4356.0	1
HiC_scaffold_6355	464	0.5431	0	0.0	Chordata	4627.0	1
HiC_scaffold_6356	464	0.5474	0	10.6696	Chordata	3149.0	1
HiC_scaffold_6357	464	0.5496	0	21.3391	Chordata	4324.0	1
HiC_scaffold_6358	464	0.5431	0	42.6783	Chordata	4346.0	1
HiC_scaffold_6359	464	0.5345	0	21.3391	Chordata	4165.0	1
HiC_scaffold_6360	464	0.4116	0	0.0	Chordata	6279.0	0
HiC_scaffold_6361	464	0.5474	0	0.0	Chordata	4505.0	1
HiC_scaffold_6362	464	0.5431	0	0.0	Chordata	3190.0	1
HiC_scaffold_6363	464	0.556	0	0.0	Chordata	3089.0	1
HiC_scaffold_6364	464	0.5086	0	21.3391	Chordata	3183.0	1
HiC_scaffold_6365	464	0.5237	0	42.6783	Chordata	3816.5	1
HiC_scaffold_6366	464	0.556	0	10.6696	Chordata	4006.0	0
HiC_scaffold_6367	464	0.5409	0	21.3391	Chordata	4259.0	1
HiC_scaffold_6368	464	0.431	0	0.0	Nematoda	5438.0	0
HiC_scaffold_6369	464	0.5366	0	0.0	Chordata	3171.0	0
HiC_scaffold_6370	464	0.5388	0	0.0	Chordata	4159.0	1
HiC_scaffold_6371	464	0.5474	0	0.0	Chordata	4348.0	1
HiC_scaffold_6372	464	0.5388	0	21.3391	Chordata	4316.0	1
HiC_scaffold_6373	464	0.5323	0	10.6696	Chordata	3695.0	0
HiC_scaffold_6374	464	0.5237	0	0.0	Chordata	3087.0	1
HiC_scaffold_6375	464	0.5172	0	0.0	Chordata	2527.0	1
HiC_scaffold_6376	464	0.5496	0	10.6696	Chordata	4213.0	1
HiC_scaffold_6377	464	0.5409	0	0.0	Chordata	3660.0	1
HiC_scaffold_6378	464	0.5388	0	21.3391	Chordata	3815.0	1
HiC_scaffold_6379	464	0.4116	0	0.0	Chordata	7112.4	0
HiC_scaffold_6380	464	0.444	0	0.0	Chordata	5958.7	0
HiC_scaffold_6381	464	0.5086	0	10.6696	Chordata	3085.0	1
HiC_scaffold_6382	464	0.5302	0	32.0087	Chordata	3209.0	1
HiC_scaffold_6383	464	0.5431	0	10.6696	Chordata	4442.0	1
HiC_scaffold_6384	464	0.5302	0	0.0	Chordata	4131.0	1
HiC_scaffold_6385	464	0.5366	0	21.3391	Chordata	3602.0	1
HiC_scaffold_6386	464	0.5517	0	0.0	Chordata	3860.0	1
HiC_scaffold_6387	464	0.3168	0	0.0	Chordata	564.0	0
HiC_scaffold_6388	463	0.5464	0	10.6926	Chordata	3165.0	1
HiC_scaffold_6389	463	0.5508	0	0.0	Chordata	4132.0	0
HiC_scaffold_6390	463	0.5551	0	21.3852	Chordata	3256.0	1
HiC_scaffold_6391	463	0.5076	0	0.0	Chordata	3466.0	1
HiC_scaffold_6392	463	0.5205	0	0.0	Chordata	3588.0	1
HiC_scaffold_6393	463	0.5054	0	0.0	Chordata	5322.0	1
HiC_scaffold_6394	463	0.5486	0	0.0	Chordata	4492.3	1
HiC_scaffold_6395	463	0.4104	0	0.0	Chordata	6636.0	1
HiC_scaffold_6396	463	0.5097	0	10.6926	Chordata	3415.4	1
HiC_scaffold_6397	463	0.5119	0	0.0	Chordata	2796.0	1
HiC_scaffold_6398	463	0.5313	0	0.0	Chordata	3084.0	1
HiC_scaffold_6399	463	0.4989	0	0.0	no-hit	0.0	0
HiC_scaffold_6400	463	0.5184	0	0.0	Chordata	2786.0	1
HiC_scaffold_6401	463	0.5097	0	21.3852	Chordata	3108.0	1
HiC_scaffold_6402	463	0.5248	0	0.0	Chordata	3732.0	1
HiC_scaffold_6403	463	0.5356	0	10.6926	Chordata	2400.0	1
HiC_scaffold_6404	463	0.5227	0	0.0	Chordata	2884.0	1
HiC_scaffold_6405	463	0.5421	0	0.0	Chordata	4065.0	1
HiC_scaffold_6406	463	0.5637	0	10.6926	Chordata	3016.0	1
HiC_scaffold_6407	463	0.5378	0	0.0	Chordata	2864.0	1
HiC_scaffold_6408	463	0.5421	0	53.463	Chordata	4519.0	1
HiC_scaffold_6409	463	0.5508	0	0.0	Chordata	3700.0	0
HiC_scaffold_6410	463	0.5616	0	0.0	Chordata	2947.0	1
HiC_scaffold_6411	463	0.5421	0	21.3852	Chordata	3749.0	1
HiC_scaffold_6412	463	0.5292	0	21.3852	Chordata	4104.0	1
HiC_scaffold_6413	463	0.5443	0	10.6926	Chordata	4453.0	1
HiC_scaffold_6414	463	0.4924	0	0.0	Chordata	931.0	1
HiC_scaffold_6415	463	0.5464	0	0.0	Chordata	3032.0	1
HiC_scaffold_6416	463	0.5529	0	0.0	Chordata	3124.9	1
HiC_scaffold_6417	463	0.4082	0	0.0	Chordata	7288.0	0
HiC_scaffold_6418	463	0.5572	0	0.0	Chordata	5160.0	0
HiC_scaffold_6419	463	0.5248	0	32.0778	Chordata	3317.0	1
HiC_scaffold_6420	462	0.5455	0	0.0	Chordata	4190.0	1
HiC_scaffold_6421	462	0.5346	0	0.0	Chordata	4416.0	1
HiC_scaffold_6422	462	0.526	0	0.0	Chordata	3662.0	1
HiC_scaffold_6423	462	0.4784	0	0.0	no-hit	0.0	0
HiC_scaffold_6424	462	0.5368	0	0.0	Chordata	2917.0	1
HiC_scaffold_6425	462	0.5519	0	0.0	Chordata	4303.0	1
HiC_scaffold_6426	462	0.3528	0	0.0	Chordata	5549.0	0
HiC_scaffold_6427	462	0.5433	0	10.7158	Chordata	3573.0	1
HiC_scaffold_6428	462	0.5476	0	21.4315	Chordata	2582.0	1
HiC_scaffold_6429	462	0.4134	0	10.7158	Chordata	7019.0	0
HiC_scaffold_6430	462	0.4978	0	32.1473	Chordata	3141.0	1
HiC_scaffold_6431	462	0.5628	0	21.4315	Chordata	4377.0	1
HiC_scaffold_6432	462	0.5216	0	0.0	Chordata	3857.1	1
HiC_scaffold_6433	462	0.526	0	10.7158	Chordata	3856.0	1
HiC_scaffold_6434	462	0.5606	0	21.4315	Chordata	4213.0	1
HiC_scaffold_6435	462	0.5043	0	0.0	Chordata	3473.0	1
HiC_scaffold_6436	462	0.5216	0	10.7158	Chordata	3578.7	1
HiC_scaffold_6437	462	0.3961	0	0.0	Chordata	7798.0	0
HiC_scaffold_6438	462	0.5195	0	10.7158	Chordata	3950.0	1
HiC_scaffold_6439	462	0.5455	0	21.4315	Chordata	3267.0	1
HiC_scaffold_6440	462	0.3312	0	0.0	Chordata	7419.0	0
HiC_scaffold_6441	462	0.5433	0	0.0	Chordata	4319.0	1
HiC_scaffold_6442	462	0.303	0	0.0	Chordata	5724.0	0
HiC_scaffold_6443	461	0.5575	0	10.739	Chordata	3046.0	1
HiC_scaffold_6444	461	0.5358	0	21.478	Chordata	2826.0	0
HiC_scaffold_6445	461	0.5531	0	10.739	Chordata	2589.0	1
HiC_scaffold_6446	461	0.5445	0	0.0	Chordata	3854.0	1
HiC_scaffold_6447	461	0.5293	0	21.478	Chordata	2969.0	1
HiC_scaffold_6448	461	0.5358	0	21.478	Chordata	4032.0	1
HiC_scaffold_6449	461	0.5315	0	0.0	Chordata	2892.0	1
HiC_scaffold_6450	461	0.5423	0	0.0	Chordata	3002.0	1
HiC_scaffold_6451	461	0.5141	0	0.0	Chordata	3490.0	1
HiC_scaffold_6452	461	0.5553	0	21.478	Chordata	3478.0	1
HiC_scaffold_6453	461	0.5206	0	21.478	Chordata	3947.0	1
HiC_scaffold_6454	461	0.3601	0	0.0	Chordata	7113.0	0
HiC_scaffold_6455	461	0.551	0	10.739	Chordata	3568.0	1
HiC_scaffold_6456	461	0.5228	0	42.956	Chordata	3858.1	1
HiC_scaffold_6457	461	0.5315	0	0.0	Chordata	4144.0	1
HiC_scaffold_6458	461	0.5575	0	0.0	Chordata	2981.0	1
HiC_scaffold_6459	461	0.5119	0	64.434	Chordata	3317.0	1
HiC_scaffold_6460	461	0.3623	0	0.0	Chordata	7394.0	0
HiC_scaffold_6461	461	0.5119	0	0.0	Chordata	2890.0	1
HiC_scaffold_6462	461	0.5466	0	85.912	Chordata	1815.0	1
HiC_scaffold_6463	461	0.5358	0	0.0	Chordata	3842.0	1
HiC_scaffold_6464	461	0.5249	0	0.0	Chordata	3645.0	1
HiC_scaffold_6465	461	0.5184	0	21.478	Chordata	2409.0	1
HiC_scaffold_6466	461	0.5184	0	21.478	Chordata	3636.0	1
HiC_scaffold_6467	461	0.5488	0	10.739	Chordata	3871.0	1
HiC_scaffold_6468	461	0.4252	0	0.0	Chordata	5654.0	1
HiC_scaffold_6469	461	0.5271	0	32.217	Chordata	2940.0	1
HiC_scaffold_6470	461	0.5293	0	0.0	Chordata	2099.0	1
HiC_scaffold_6471	461	0.5141	0	10.739	Chordata	3176.7999999999997	1
HiC_scaffold_6472	461	0.5249	0	10.739	Chordata	3570.0	1
HiC_scaffold_6473	461	0.4056	0	0.0	Chordata	6506.7	0
HiC_scaffold_6474	461	0.5553	0	0.0	Chordata	3973.0	1
HiC_scaffold_6475	460	0.5283	0	32.287	Chordata	4203.0	1
HiC_scaffold_6476	460	0.5348	0	10.7623	Chordata	2852.0	1
HiC_scaffold_6477	460	0.5065	0	0.0	Chordata	2618.0	1
HiC_scaffold_6478	460	0.5174	0	0.0	Chordata	2971.0	1
HiC_scaffold_6479	460	0.5196	0	21.5247	Chordata	2971.0	1
HiC_scaffold_6480	460	0.513	0	0.0	Chordata	3824.0	1
HiC_scaffold_6481	460	0.4196	0	0.0	Chordata	6446.0	1
HiC_scaffold_6482	460	0.537	0	10.7623	Chordata	2768.0	1
HiC_scaffold_6483	460	0.5413	0	10.7623	Chordata	4377.0	1
HiC_scaffold_6484	460	0.5522	0	0.0	Chordata	3828.0	1
HiC_scaffold_6485	460	0.5457	0	32.287	Chordata	2537.0	1
HiC_scaffold_6486	460	0.363	0	10.7623	Nematoda	4394.0	0
HiC_scaffold_6487	460	0.663	0	0.0	Chordata	659.0	0
HiC_scaffold_6488	460	0.5391	0	10.7623	Chordata	4247.0	1
HiC_scaffold_6489	460	0.3065	0	0.0	Chordata	2981.1	1
HiC_scaffold_6490	460	0.5522	0	0.0	Chordata	3816.0	1
HiC_scaffold_6491	460	0.5304	0	0.0	Chordata	4170.0	1
HiC_scaffold_6492	460	0.5022	0	21.5247	Chordata	3095.0	1
HiC_scaffold_6493	460	0.5543	0	32.287	Chordata	3941.0	1
HiC_scaffold_6494	460	0.5565	0	0.0	Chordata	2631.0	1
HiC_scaffold_6495	460	0.5152	0	0.0	Chordata	2757.0	1
HiC_scaffold_6496	460	0.5304	0	10.7623	Chordata	3652.0	1
HiC_scaffold_6497	460	0.55	0	43.0494	Chordata	2657.5	1
HiC_scaffold_6498	460	0.3304	0	0.0	Chordata	7137.0	0
HiC_scaffold_6499	460	0.5283	0	21.5247	Chordata	3988.0	0
HiC_scaffold_6500	460	0.513	0	0.0	Chordata	3264.0	1
HiC_scaffold_6501	460	0.4522	0	0.0	Chordata	6923.0	0
HiC_scaffold_6502	460	0.5391	0	0.0	Chordata	2719.0	1
HiC_scaffold_6503	460	0.537	0	0.0	Chordata	4565.0	1
HiC_scaffold_6504	460	0.5283	0	10.7623	Chordata	4315.9	1
HiC_scaffold_6505	460	0.5283	0	10.7623	Chordata	4320.0	1
HiC_scaffold_6506	460	0.5109	0	21.5247	Chordata	3662.0	1
HiC_scaffold_6507	460	0.363	0	0.0	Chordata	6444.0	0
HiC_scaffold_6508	460	0.5217	0	10.7623	Chordata	3414.0	1
HiC_scaffold_6509	460	0.5478	0	0.0	Chordata	3701.0	1
HiC_scaffold_6510	460	0.5217	0	10.7623	Chordata	2957.0	1
HiC_scaffold_6511	460	0.5391	0	53.8117	Chordata	3205.0	1
HiC_scaffold_6512	460	0.5239	0	0.0	Chordata	4309.0	1
HiC_scaffold_6513	460	0.513	0	0.0	Chordata	3239.0	1
HiC_scaffold_6514	460	0.5152	0	10.7623	Chordata	2592.0	0
HiC_scaffold_6515	460	0.3804	0	0.0	Chordata	6408.0	0
HiC_scaffold_6516	460	0.5457	0	0.0	Chordata	2850.0	1
HiC_scaffold_6517	460	0.5087	0	0.0	Chordata	3288.0	1
HiC_scaffold_6518	460	0.4152	0	0.0	Chordata	7480.0	0
HiC_scaffold_6519	459	0.5599	0	10.7858	Chordata	4297.0	0
HiC_scaffold_6520	459	0.3747	0	0.0	Chordata	7309.0	0
HiC_scaffold_6521	459	0.3333	0	0.0	Nematoda	4230.0	0
HiC_scaffold_6522	459	0.5447	0	10.7858	Chordata	4377.0	1
HiC_scaffold_6523	459	0.512	0	10.7858	Chordata	3067.0	1
HiC_scaffold_6524	459	0.366	0	0.0	Chordata	5759.0	0
HiC_scaffold_6525	459	0.4183	0	0.0	Chordata	7201.0	1
HiC_scaffold_6526	459	0.5468	0	21.5716	Chordata	2411.0	1
HiC_scaffold_6527	459	0.5272	0	0.0	Chordata	2499.0	1
HiC_scaffold_6528	459	0.4161	0	0.0	Chordata	7684.0	0
HiC_scaffold_6529	459	0.5425	0	0.0	Chordata	4038.0	1
HiC_scaffold_6530	459	0.5076	0	0.0	Chordata	3007.0	1
HiC_scaffold_6531	459	0.5294	0	10.7858	Chordata	3290.0	1
HiC_scaffold_6532	459	0.5468	0	10.7858	Chordata	4094.0	1
HiC_scaffold_6533	459	0.5359	0	0.0	Chordata	3344.0	1
HiC_scaffold_6534	459	0.5142	0	32.3574	Chordata	3194.0	1
HiC_scaffold_6535	459	0.5207	0	10.7858	Chordata	2697.0	1
HiC_scaffold_6536	459	0.5447	0	10.7858	Chordata	2819.0	1
HiC_scaffold_6537	459	0.5076	0	21.5716	Chordata	3289.0	1
HiC_scaffold_6538	459	0.5338	0	10.7858	Chordata	3715.0	1
HiC_scaffold_6539	459	0.3246	0	0.0	Chordata	6497.0	0
HiC_scaffold_6540	459	0.342	0	0.0	Chordata	512.0	0
HiC_scaffold_6541	459	0.5338	0	0.0	Chordata	3672.8	1
HiC_scaffold_6542	459	0.5447	0	10.7858	Chordata	2666.0	1
HiC_scaffold_6543	459	0.5556	0	10.7858	Chordata	3621.0	1
HiC_scaffold_6544	459	0.5556	0	0.0	Chordata	3924.0	1
HiC_scaffold_6545	459	0.4161	0	0.0	Chordata	6490.0	0
HiC_scaffold_6546	459	0.5338	0	43.1432	Chordata	3192.0	1
HiC_scaffold_6547	459	0.5294	0	0.0	Chordata	2519.0	1
HiC_scaffold_6548	459	0.5403	0	10.7858	Chordata	2268.0	1
HiC_scaffold_6549	459	0.5403	0	10.7858	Chordata	4150.0	1
HiC_scaffold_6550	459	0.512	0	10.7858	Chordata	2806.0	1
HiC_scaffold_6551	459	0.5359	0	10.7858	Chordata	3886.0	1
HiC_scaffold_6552	459	0.4139	0	0.0	Chordata	7211.0	0
HiC_scaffold_6553	459	0.5599	0	10.7858	Chordata	3526.0	0
HiC_scaffold_6554	459	0.549	0	21.5716	Chordata	3463.0	1
HiC_scaffold_6555	459	0.5076	0	0.0	Chordata	2935.0	1
HiC_scaffold_6556	459	0.5207	0	0.0	Chordata	3098.0	1
HiC_scaffold_6557	458	0.524	0	32.428	Chordata	3781.0	1
HiC_scaffold_6558	458	0.5502	0	10.8093	Chordata	3351.0	1
HiC_scaffold_6559	458	0.5524	0	0.0	Chordata	3050.0	1
HiC_scaffold_6560	458	0.5131	0	21.6187	Chordata	3322.0	1
HiC_scaffold_6561	458	0.5459	0	0.0	Chordata	3903.0	1
HiC_scaffold_6562	458	0.4214	0	0.0	Chordata	5983.0	0
HiC_scaffold_6563	458	0.5218	0	0.0	Chordata	2767.0	1
HiC_scaffold_6564	458	0.5284	0	10.8093	Chordata	3468.0	1
HiC_scaffold_6565	458	0.559	0	0.0	Chordata	4224.0	1
HiC_scaffold_6566	458	0.5328	0	10.8093	Chordata	3884.0	1
HiC_scaffold_6567	458	0.5371	0	21.6187	Chordata	2247.0	1
HiC_scaffold_6568	458	0.5109	0	21.6187	Chordata	2896.0	1
HiC_scaffold_6569	458	0.5044	0	21.6187	Chordata	3587.0	1
HiC_scaffold_6570	458	0.5153	0	10.8093	Chordata	2817.0	1
HiC_scaffold_6571	458	0.5349	0	0.0	Chordata	3827.0	1
HiC_scaffold_6572	458	0.5284	0	0.0	Chordata	3743.1	1
HiC_scaffold_6573	458	0.5349	0	0.0	Chordata	2924.0	1
HiC_scaffold_6574	458	0.5066	0	0.0	Chordata	2494.0	1
HiC_scaffold_6575	458	0.5371	0	43.2374	Chordata	3040.0	1
HiC_scaffold_6576	458	0.417	0	0.0	Chordata	7323.0	0
HiC_scaffold_6577	458	0.5415	0	32.428	Chordata	2467.0	1
HiC_scaffold_6578	458	0.5393	0	0.0	Chordata	3891.0	1
HiC_scaffold_6579	458	0.5415	0	32.428	Chordata	3012.0	1
HiC_scaffold_6580	458	0.6397	0	0.0	Chordata	1948.0	1
HiC_scaffold_6581	458	0.4061	0	0.0	Chordata	5809.0	0
HiC_scaffold_6582	457	0.5208	0	10.833	Chordata	3266.0	1
HiC_scaffold_6583	457	0.523	0	21.666	Chordata	3417.0	1
HiC_scaffold_6584	457	0.5427	0	0.0	Chordata	3899.0	1
HiC_scaffold_6585	457	0.4989	0	0.0	Chordata	3131.0	1
HiC_scaffold_6586	457	0.5186	0	10.833	Chordata	3702.0	1
HiC_scaffold_6587	457	0.5361	0	10.833	Chordata	4142.3	1
HiC_scaffold_6588	457	0.5077	0	0.0	Chordata	3417.0	1
HiC_scaffold_6589	457	0.5624	0	75.831	Chordata	3760.0	1
HiC_scaffold_6590	457	0.5208	0	32.499	Chordata	4348.0	1
HiC_scaffold_6591	457	0.5514	0	10.833	Chordata	3836.0	1
HiC_scaffold_6592	457	0.3545	0	0.0	Chordata	6817.0	1
HiC_scaffold_6593	457	0.7265	0	0.0	Chordata	1067.0	1
HiC_scaffold_6594	457	0.5602	0	21.666	Chordata	3412.0	0
HiC_scaffold_6595	457	0.5536	0	32.499	Chordata	3786.0	1
HiC_scaffold_6596	457	0.547	0	32.499	Chordata	4430.0	1
HiC_scaffold_6597	457	0.5186	0	10.833	Chordata	4194.0	1
HiC_scaffold_6598	457	0.5055	0	10.833	Chordata	3058.0	1
HiC_scaffold_6599	457	0.5427	0	0.0	Chordata	3980.0	1
HiC_scaffold_6600	457	0.4092	0	0.0	Nematoda	4387.0	0
HiC_scaffold_6601	457	0.5449	0	0.0	Chordata	4080.0	1
HiC_scaffold_6602	457	0.5449	0	10.833	Chordata	2923.0	0
HiC_scaffold_6603	457	0.5339	0	10.833	Chordata	2111.0	1
HiC_scaffold_6604	457	0.558	0	21.666	Chordata	2871.0	1
HiC_scaffold_6605	457	0.5405	0	10.833	Chordata	3071.0	1
